house_price,rental_agency,postcode1,postcode2,bedrooms,nhood,surface,postcode
1995,Expatservice Amsterdam,1012,NN,3,Nieuwe Kerk e.o.        ,90,1012 NN
3475,City Housing Amsterdam,1012,NN,3,Nieuwe Kerk e.o.        ,130,1012 NN
1300,The Local Feeling,1012,NN,2,Nieuwe Kerk e.o.        ,54,1012 NN
1750,Executive Home Rentals  Amsterdam,1071,HS,2,Cornelis Schuytbuurt        ,55,1071 HS
1700,Klok Real Estate,1071,HS,2,Cornelis Schuytbuurt        ,55,1071 HS
1500,V-Amsterdam,1071,HS,2,Cornelis Schuytbuurt        ,48,1071 HS
1450,Huizenbalie.nl,1055,NV,2,Gibraltarbuurt        ,44,1055 NV
1350,Voogd Makelaardij,1055,NV,1,Gibraltarbuurt        ,35,1055 NV
1850,K2makelaars,1055,NV,3,Gibraltarbuurt        ,65,1055 NV
1001,Urban Short Stay,1079,RH,2,Kop Zuidas        ,46,1079 RH
2750,Prinsen Residence International,1079,RH,3,Kop Zuidas        ,110,1079 RH
1350,Collection Apartments,1079,RH,2,Kop Zuidas        ,45,1079 RH
1500,Alcoco.nl,1072,TC,3,Cornelis Troostbuurt        ,60,1072 TC
2950,Amsterdam Wonen,1072,TC,6,Cornelis Troostbuurt        ,165,1072 TC
1275,BrinkBorgh Makelaardij,1072,TC,1,Cornelis Troostbuurt        ,36,1072 TC
1450,Rappange Makelaardij,1015,KC,2,Anjeliersbuurt Noord        ,75,1015 KC
2300,Jansen Smit Makelaars Taxateurs,1015,KC,2,Anjeliersbuurt Noord        ,92,1015 KC
1400,Smit & Heinen Makelaars en Taxateurs,1015,KC,2,Anjeliersbuurt Noord        ,46,1015 KC
1750,PUUR makelaars Amsterdam-Centrum,1052,SP,3,Frederik Hendrikbuurt Zuidoost        ,63,1052 SP
1850,PUUR Makelaars Amsterdam-Zuid,1052,SP,4,Frederik Hendrikbuurt Zuidoost        ,70,1052 SP
1750,Keizerskroon makelaars,1052,SP,2,Frederik Hendrikbuurt Zuidoost        ,52,1052 SP
3250,NOORESTATE,1073,CL,4,Sarphatiparkbuurt        ,142,1073 CL
1500,Momo Makelaardij en Vastgoed B.V.,1073,CL,2,Sarphatiparkbuurt        ,45,1073 CL
1750,Hollandsche Makelaardij,1073,CL,1,Sarphatiparkbuurt        ,57,1073 CL
2500,Brummel & Beuk Makelaars ,1017,PL,4,Leidsebuurt Zuidwest        ,164,1017 PL
1800,Inxxx Rentals,1017,PL,5,Leidsebuurt Zuidwest        ,95,1017 PL
1650,Interhouse verhuurmakelaars Amsterdam,1017,PL,3,Leidsebuurt Zuidwest        ,80,1017 PL
1650,Van Huis Uit Makelaars,1102,XA,3,Venserpolder Oost        ,73,1102 XA
1850,Grand Relocation,1102,XA,4,Venserpolder Oost        ,60,1102 XA
1750,Keizerskroon makelaars,1102,XA,2,Venserpolder Oost        ,58,1102 XA
1600,TVN Real Estate,1016,GX,2,Felix Meritisbuurt        ,65,1016 GX
1750,Klok Real Estate,1016,GX,3,Felix Meritisbuurt        ,65,1016 GX
1350,Expatservice Amsterdam,1016,GX,2,Felix Meritisbuurt        ,50,1016 GX
2950,Koops Makelaardij Amsterdam,1011,KE,4,Zuiderkerkbuurt        ,100,1011 KE
1900,Klok Real Estate,1011,KE,2,Zuiderkerkbuurt        ,70,1011 KE
1590,LV Housing,1011,KE,2,Zuiderkerkbuurt        ,55,1011 KE
1500,Amsterdamse Maatschappij,1053,WL,2,Da Costabuurt Noord        ,54,1053 WL
1750,Holland Home Management,1053,WL,3,Da Costabuurt Noord        ,61,1053 WL
1535,Van Huis Uit Makelaars,1053,WL,3,Da Costabuurt Noord        ,74,1053 WL
1490,Van Huis Uit Makelaars,1081,BB,3,Buitenveldert Zuidwest        ,60,1081 BB
1850,Expats. Amsterdam Rentals ,1081,BB,4,Buitenveldert Zuidwest        ,110,1081 BB
1595,Expathousing.com (Amsterdam) ,1081,BB,3,Buitenveldert Zuidwest        ,69,1081 BB
1700,Unlimited Housing,1012,MR,2,Nieuwendijk Noord        ,62,1012 MR
1500,Out Amsterdam,1012,MR,3,Nieuwendijk Noord        ,78,1012 MR
1650,Expats. Amsterdam Rentals ,1012,MR,2,Nieuwendijk Noord        ,60,1012 MR
1495,Huizenbalie.nl,1078,KG,3,Wielingenbuurt        ,62,1078 KG
1375,AmsterHomes,1078,KG,2,Wielingenbuurt        ,40,1078 KG
1450,ISAAK Makelaardij o.g. B.V.,1078,KG,2,Wielingenbuurt        ,54,1078 KG
1800,Valerius Rentals,1072,PL,3,Cornelis Troostbuurt        ,65,1072 PL
1095,City Housing Amsterdam,1072,PL,1,Cornelis Troostbuurt        ,30,1072 PL
1450,Compass Housing Amsterdam,1072,PL,4,Cornelis Troostbuurt        ,85,1072 PL
1950,Amsterdam Housing,1013,VN,3,Spaarndammerbuurt Zuidwest        ,101,1013 VN
1430,Van Huis Uit Makelaars,1013,VN,3,Spaarndammerbuurt Zuidwest        ,96,1013 VN
1550,AmsterHomes,1013,VN,2,Spaarndammerbuurt Zuidwest        ,50,1013 VN
1500,AmsterHomes,1054,TX,2,Cremerbuurt West        ,50,1054 TX
1350,Amsterdam Rental Homes,1054,TX,2,Cremerbuurt West        ,50,1054 TX
1430,Van Huis Uit Makelaars,1054,TX,3,Cremerbuurt West        ,96,1054 TX
2250,Amsterdam Housing,1074,XE,3,Willibrordusbuurt        ,85,1074 XE
1600,Amsterdam Rental Homes,1074,XE,3,Willibrordusbuurt        ,58,1074 XE
1750,Out Amsterdam,1074,XE,3,Willibrordusbuurt        ,60,1074 XE
1500,Relocation Advisers B.V.,1071,VA,2,Duivelseiland        ,60,1071 VA
1375,Aham Vastgoed,1071,VA,2,Duivelseiland        ,43,1071 VA
1600,AmsterHomes,1071,VA,3,Duivelseiland        ,70,1071 VA
1500,Inxxx Rentals,1071,JD,2,Cornelis Schuytbuurt        ,60,1071 JD
1995,Expatservice Amsterdam,1071,JD,3,Cornelis Schuytbuurt        ,90,1071 JD
2950,Koops Makelaardij Amsterdam,1071,JD,4,Cornelis Schuytbuurt        ,100,1071 JD
1700,Eefje Voogd Makelaardij,1053,ZK,3,Da Costabuurt Zuid        ,61,1053 ZK
1250,Expats. Amsterdam Rentals ,1053,ZK,2,Da Costabuurt Zuid        ,40,1053 ZK
1500,Amsterdam Housing,1053,ZK,3,Da Costabuurt Zuid        ,74,1053 ZK
1650,HousingNet,1017,JV,3,Leidsegracht Zuid        ,80,1017 JV
2700,RE/MAX Pro,1017,JV,3,Leidsegracht Zuid        ,114,1017 JV
2300,NOORESTATE,1017,JV,3,Leidsegracht Zuid        ,90,1017 JV
1600,Relocation Advisers B.V.,1083,GC,3,Buitenveldert Oost Midden        ,70,1083 GC
1600,Valerius Rentals,1083,GC,2,Buitenveldert Oost Midden        ,42,1083 GC
1600,HousingNet,1083,GC,3,Buitenveldert Oost Midden        ,75,1083 GC
1600,Allround Housing,1094,SB,3,Zuidwestkwadrant Indische buurt        ,70,1094 SB
1395,Rosmuller Makelaars,1094,SB,2,Zuidwestkwadrant Indische buurt        ,50,1094 SB
1500,Your Home Makelaardij,1094,SB,3,Zuidwestkwadrant Indische buurt        ,80,1094 SB
1785,NederWoon verhuurmakelaars Amersfoort,1056,JA,3,Trompbuurt        ,63,1056 JA
1700,Amsterdam House Hunting,1056,JA,3,Trompbuurt        ,55,1056 JA
1500,HousingNet,1056,JA,2,Trompbuurt        ,65,1056 JA
1750,HousingNet,1058,XH,4,Paramariboplein e.o.        ,100,1058 XH
1225,Amsterdam Housing,1058,XH,2,Paramariboplein e.o.        ,65,1058 XH
1850,Collection Apartments,1058,XH,3,Paramariboplein e.o.        ,75,1058 XH
1750,Collection Apartments,1074,BS,3,Hemonybuurt        ,65,1074 BS
2100,Expathousing.com (Amsterdam) ,1074,BS,5,Hemonybuurt        ,140,1074 BS
1425,Rosmuller Makelaars,1074,BS,3,Hemonybuurt        ,75,1074 BS
1510,Van Huis Uit Makelaars,1073,GL,2,Van der Helstpleinbuurt        ,57,1073 GL
1700,PUUR Makelaars Amsterdam-Zuid,1073,GL,3,Van der Helstpleinbuurt        ,74,1073 GL
1400,ViaDaan,1073,GL,2,Van der Helstpleinbuurt        ,54,1073 GL
1950,ViaDaan,1016,LK,3,Bloemgrachtbuurt        ,70,1016 LK
1575,BBP o.g. Beheer,1016,LK,2,Bloemgrachtbuurt        ,65,1016 LK
1375,Ramon Mossel Makelaardij,1016,LK,2,Bloemgrachtbuurt        ,45,1016 LK
1750,Grand Apartments Amsterdam,1013,LC,4,Zeeheldenbuurt        ,105,1013 LC
1950,Prinsen Residence International,1013,LC,3,Zeeheldenbuurt        ,85,1013 LC
3300,Comfortable Staff Housing,1013,LC,3,Zeeheldenbuurt        ,120,1013 LC
3475,City Housing Amsterdam,1012,SB,3,Hemelrijk        ,130,1012 SB
2950,Koops Makelaardij Amsterdam,1012,SB,4,Hemelrijk        ,100,1012 SB
2650,Peter Bruin Makelaardij,1012,SB,3,Hemelrijk        ,120,1012 SB
1395,Mar. J. Heule,1018,SX,3,de Plantage        ,50,1018 SX
1375,Mar. J. Heule,1018,SX,2,de Plantage        ,60,1018 SX
1450,Keij & Stefels Makelaars en Taxateurs,1018,SX,2,de Plantage        ,51,1018 SX
1700,BrinkBorgh Makelaardij,1078,MX,3,Scheldebuurt Midden        ,70,1078 MX
1500,De Groot & Compagnons,1078,MX,4,Scheldebuurt Midden        ,94,1078 MX
1650,JLG Real Estate,1078,MX,3,Scheldebuurt Midden        ,63,1078 MX
1800,JLG Real Estate,1054,KM,3,Vondelparkbuurt West        ,88,1054 KM
1500,JLG Real Estate,1054,KM,3,Vondelparkbuurt West        ,67,1054 KM
1500,JLG Real Estate,1054,KM,2,Vondelparkbuurt West        ,55,1054 KM
1500,Lens Real Estate,1017,PG,1,Leidsebuurt Noordwest        ,54,1017 PG
1550,Lens Real Estate,1017,PG,2,Leidsebuurt Noordwest        ,50,1017 PG
4100,Hoen Makelaars B.V.,1017,PG,3,Leidsebuurt Noordwest        ,175,1017 PG
2750,Rappange Makelaardij,1074,CP,4,Hemonybuurt        ,180,1074 CP
2300,Makelaarshuis Amsterdam - Zaanstad,1074,CP,4,Hemonybuurt        ,130,1074 CP
1600,The Rental Agency Amsterdam,1074,CP,2,Hemonybuurt        ,60,1074 CP
1150,Housing Experts,1057,DL,2,Orteliusbuurt Zuid        ,40,1057 DL
1495,Homecrew,1057,DL,2,Orteliusbuurt Zuid        ,49,1057 DL
1450,Relocation-Amsterdam,1057,DL,2,Orteliusbuurt Zuid        ,44,1057 DL
1650,City Homes,1074,XK,3,Willibrordusbuurt        ,53,1074 XK
1495,City Homes,1074,XK,2,Willibrordusbuurt        ,50,1074 XK
5500,Comfortable Staff Housing,1074,XK,3,Willibrordusbuurt        ,181,1074 XK
1500,Mijn Huis Makelaardij,1068,JD,2,Calandlaan/Lelylaan        ,50,1068 JD
1675,Mijn Huis Makelaardij,1068,JD,2,Calandlaan/Lelylaan        ,65,1068 JD
1495,Expathousing.com (Amsterdam) ,1068,JD,2,Calandlaan/Lelylaan        ,52,1068 JD
1095,Expathousing.com (Amsterdam) ,1055,PK,2,Bedrijventerrein Landlust        ,30,1055 PK
1550,Expathousing.com (Amsterdam) ,1055,PK,2,Bedrijventerrein Landlust        ,55,1055 PK
2950,Koops Makelaardij Amsterdam,1055,PK,4,Bedrijventerrein Landlust        ,100,1055 PK
1550,Rosmuller Makelaars,1078,MX,3,Scheldebuurt Midden        ,60,1078 MX
1900,Amsterdam Housing,1078,MX,2,Scheldebuurt Midden        ,55,1078 MX
2950,Koops Makelaardij Amsterdam,1078,MX,4,Scheldebuurt Midden        ,100,1078 MX
3475,City Housing Amsterdam,1016,TR,3,Elandsgrachtbuurt        ,130,1016 TR
1375,Hakkenbroek Housing Company,1016,TR,2,Elandsgrachtbuurt        ,58,1016 TR
1800,Jimble,1016,TR,2,Elandsgrachtbuurt        ,75,1016 TR
1600,123Wonen Amsterdam,1011,EL,2,Lastage        ,58,1011 EL
2900,Dutch Housing Centre BV,1011,EL,4,Lastage        ,140,1011 EL
1650,Relocation Advisers B.V.,1011,EL,3,Lastage        ,75,1011 EL
1820,Eefje Voogd Makelaardij,1074,AJ,3,Willibrordusbuurt        ,67,1074 AJ
2995,Eefje Voogd Makelaardij,1074,AJ,4,Willibrordusbuurt        ,100,1074 AJ
2850,Inxxx Rentals,1074,AJ,5,Willibrordusbuurt        ,153,1074 AJ
1150,Vastgoed Unie Makelaardij ,1018,XB,1,Sarphatistrook        ,25,1018 XB
1445,Grand Relocation,1018,XB,3,Sarphatistrook        ,100,1018 XB
2100,Dutch Housing Centre BV,1018,XB,4,Sarphatistrook        ,83,1018 XB
1550,Rosmuller Makelaars,1018,PA,3,Czaar Peterbuurt        ,60,1018 PA
2495,ViaDaan,1018,PA,3,Czaar Peterbuurt        ,120,1018 PA
3200,Eefje Voogd Makelaardij,1018,PA,5,Czaar Peterbuurt        ,152,1018 PA
1500,Amsterdam Housing,1053,AG,3,Bellamybuurt Noord        ,61,1053 AG
1100,Vastgoed Unie Makelaardij ,1053,AG,1,Bellamybuurt Noord        ,24,1053 AG
2150,Oei Housing Amsterdam - Expat Apartments,1053,AG,3,Bellamybuurt Noord        ,95,1053 AG
1500,Expats. Amsterdam Rentals ,1053,ZR,2,Da Costabuurt Zuid        ,60,1053 ZR
1750,Expats. Amsterdam Rentals ,1053,ZR,4,Da Costabuurt Zuid        ,130,1053 ZR
1018,Grand Relocation,1053,ZR,2,Da Costabuurt Zuid        ,42,1053 ZR
9200,Urban Short Stay,1107,JV,1,Gaasperdam Zuid        ,39,1107 JV
8155,Urban Short Stay,1107,JV,1,Gaasperdam Zuid        ,22,1107 JV
2250,Parker & Williams Real Estate Services,1107,JV,3,Gaasperdam Zuid        ,85,1107 JV
1350,Parker & Williams Real Estate Services,1082,PA,3,De Klenckebuurt        ,50,1082 PA
1380,FRIS Vastgoed Management,1082,PA,2,De Klenckebuurt        ,60,1082 PA
1385,LIV Residential,1082,PA,3,De Klenckebuurt        ,50,1082 PA
1500,Housing Experts,1069,RR,2,Zuidwestkwadrant Osdorp Zuid        ,60,1069 RR
2250,123Wonen Amsterdam,1069,RR,4,Zuidwestkwadrant Osdorp Zuid        ,135,1069 RR
1500,Expats. Amsterdam Rentals ,1069,RR,2,Zuidwestkwadrant Osdorp Zuid        ,55,1069 RR
1500,Expats. Amsterdam Rentals ,1015,JT,3,Driehoekbuurt        ,69,1015 JT
1550,City Housing Amsterdam,1015,JT,3,Driehoekbuurt        ,60,1015 JT
2950,Koops Makelaardij Amsterdam,1015,JT,4,Driehoekbuurt        ,100,1015 JT
1275,Expats. Amsterdam Rentals ,1017,BJ,2,Reguliersbuurt        ,30,1017 BJ
2250,Expats. Amsterdam Rentals ,1017,BJ,3,Reguliersbuurt        ,100,1017 BJ
3195,A1 Executive Estate,1017,BJ,3,Reguliersbuurt        ,135,1017 BJ
645,Expats. Amsterdam Rentals ,1015,AK,1,Langestraat e.o.        ,16,1015 AK
1100,Haagen & Partners,1015,AK,2,Langestraat e.o.        ,30,1015 AK
1875,First Class Housing,1015,AK,3,Langestraat e.o.        ,88,1015 AK
1400,Amstelland Makelaars,1069,RR,2,Zuidwestkwadrant Osdorp Zuid        ,50,1069 RR
1350,Amstel Vastgoed,1069,RR,3,Zuidwestkwadrant Osdorp Zuid        ,50,1069 RR
1250,Vastgoed Unie Makelaardij ,1069,RR,1,Zuidwestkwadrant Osdorp Zuid        ,30,1069 RR
1500,Koops Makelaardij Amsterdam,1079,RH,3,Kop Zuidas        ,60,1079 RH
1350,Collection Apartments,1079,RH,2,Kop Zuidas        ,50,1079 RH
1350,Residential Real Estate,1079,RH,2,Kop Zuidas        ,50,1079 RH
1650,Grand Relocation,1091,GM,3,Swammerdambuurt        ,55,1091 GM
2250,Expats. Amsterdam Rentals ,1091,GM,5,Swammerdambuurt        ,130,1091 GM
1125,Expats. Amsterdam Rentals ,1091,GM,1,Swammerdambuurt        ,46,1091 GM
1550,Amsterdam Housing,1053,XV,3,Da Costabuurt Noord        ,60,1053 XV
1950,Vastgoed Unie Makelaardij ,1053,XV,2,Da Costabuurt Noord        ,55,1053 XV
1750,Peter Bruin Makelaardij,1053,XV,2,Da Costabuurt Noord        ,65,1053 XV
4000,DSTRCT Amsterdam,1015,BA,6,Langestraat e.o.        ,150,1015 BA
1500,Mar. J. Heule,1015,BA,3,Langestraat e.o.        ,95,1015 BA
2450,Valerius Rentals,1015,BA,3,Langestraat e.o.        ,88,1015 BA
1495,JLG Real Estate,1073,BS,2,Sarphatiparkbuurt        ,62,1073 BS
1600,Ouwehand v/d Meijden Makelaars,1073,BS,2,Sarphatiparkbuurt        ,70,1073 BS
1500,HB Housing ,1073,BS,2,Sarphatiparkbuurt        ,67,1073 BS
1575,Match&Rent,1098,KV,1,Linnaeusparkbuurt        ,45,1098 KV
1650,Relocation-Amsterdam,1098,KV,3,Linnaeusparkbuurt        ,65,1098 KV
1400,The Real Estate Company,1098,KV,1,Linnaeusparkbuurt        ,45,1098 KV
675,Homecrew,1018,RZ,1,Czaar Peterbuurt        ,8,1018 RZ
1575,City Homes,1018,RZ,2,Czaar Peterbuurt        ,60,1018 RZ
1600,RE/MAX Pro,1018,RZ,3,Czaar Peterbuurt        ,65,1018 RZ
1350,Hevesta Bemiddeling,1012,NN,1,Nieuwe Kerk e.o.        ,37,1012 NN
2950,Koops Makelaardij Amsterdam,1012,NN,4,Nieuwe Kerk e.o.        ,100,1012 NN
1750,Home of Orange,1012,NN,2,Nieuwe Kerk e.o.        ,58,1012 NN
2250,Amsterdam Rental Homes,1018,SX,4,de Plantage        ,80,1018 SX
1250,Amsterdamse Maatschappij,1018,SX,2,de Plantage        ,38,1018 SX
1550,Local Living,1018,SX,3,de Plantage        ,64,1018 SX
1500,Amsterdam Rental Homes,1054,HT,3,Vondelparkbuurt Midden        ,58,1054 HT
1450,Rosmuller Makelaars,1054,HT,2,Vondelparkbuurt Midden        ,65,1054 HT
1650,Amsterdam Rental Homes,1054,HT,3,Vondelparkbuurt Midden        ,66,1054 HT
1550,Amsterdam Rental Homes,1087,EC,3,Haveneiland Noordoost        ,65,1087 EC
1250,Amsterdam Rental Homes,1087,EC,2,Haveneiland Noordoost        ,58,1087 EC
1350,CITYHOP Real Estate,1087,EC,2,Haveneiland Noordoost        ,55,1087 EC
1495,Centraal Makelaardij,1013,AD,3,Westerdokseiland        ,55,1013 AD
1550,Amsterdam Housing,1013,AD,2,Westerdokseiland        ,75,1013 AD
2250,NOORESTATE,1013,AD,2,Westerdokseiland        ,82,1013 AD
1400,Van Huis Uit Makelaars,1013,BV,2,Westerdokseiland        ,51,1013 BV
1850,Van Huis Uit Makelaars,1013,BV,3,Westerdokseiland        ,82,1013 BV
1495,Home of Orange,1013,BV,2,Westerdokseiland        ,90,1013 BV
1950,Dutch Housing Centre BV,1082,MT,3,Zuidas Zuid        ,68,1082 MT
1700,MyhomeBnB Amsterdam,1082,MT,2,Zuidas Zuid        ,60,1082 MT
1750,Amsterdamse Maatschappij,1082,MT,4,Zuidas Zuid        ,76,1082 MT
1495,LIV Residential,1015,MR,2,Anjeliersbuurt Noord        ,48,1015 MR
1500,Urban Homies,1015,MR,2,Anjeliersbuurt Noord        ,44,1015 MR
1850,Allround Housing,1015,MR,3,Anjeliersbuurt Noord        ,65,1015 MR
1850,Lankhorst Makelaars,1054,GJ,2,Vondelparkbuurt Oost        ,65,1054 GJ
1950,Parker & Williams Real Estate Services,1054,GJ,3,Vondelparkbuurt Oost        ,90,1054 GJ
2450,Zen Home Rentals,1054,GJ,4,Vondelparkbuurt Oost        ,120,1054 GJ
1195,Inxxx Rentals,1053,DH,1,Da Costabuurt Zuid        ,44,1053 DH
1400,Holland Home Management,1053,DH,2,Da Costabuurt Zuid        ,45,1053 DH
1750,Collection Apartments,1053,DH,3,Da Costabuurt Zuid        ,65,1053 DH
1500,Aham Vastgoed,1072,PJ,2,Lizzy Ansinghbuurt        ,50,1072 PJ
1850,Amstelland Makelaars,1072,PJ,3,Lizzy Ansinghbuurt        ,55,1072 PJ
2950,Koops Makelaardij Amsterdam,1072,PJ,4,Lizzy Ansinghbuurt        ,100,1072 PJ
1550,City Housing Amsterdam,1017,KM,3,Van Loonbuurt        ,60,1017 KM
1600,Brummel & Beuk Makelaars ,1017,KM,3,Van Loonbuurt        ,59,1017 KM
1950,Collection Apartments,1017,KM,3,Van Loonbuurt        ,85,1017 KM
1500,Raysemhousing.nl,1057,SE,3,Balboaplein e.o.        ,54,1057 SE
2950,Expats. Amsterdam Rentals ,1057,SE,3,Balboaplein e.o.        ,120,1057 SE
1330,LIV Residential,1057,SE,2,Balboaplein e.o.        ,38,1057 SE
1550,Expats. Amsterdam Rentals ,1082,GP,3,Buitenveldert Midden Zuid        ,95,1082 GP
1400,Amsterdam Homes,1082,GP,2,Buitenveldert Midden Zuid        ,50,1082 GP
1200,Expats. Amsterdam Rentals ,1082,GP,1,Buitenveldert Midden Zuid        ,35,1082 GP
1500,Haagen & Partners,1051,KB,3,Buyskade e.o.        ,58,1051 KB
1595,Amsterdam Homes,1051,KB,3,Buyskade e.o.        ,80,1051 KB
1695,Koops Makelaardij Amsterdam,1051,KB,2,Buyskade e.o.        ,65,1051 KB
1195,Van Huis Uit Makelaars,1071,VT,1,Duivelseiland        ,31,1071 VT
1750,Collection Apartments,1071,VT,3,Duivelseiland        ,65,1071 VT
1195,LIV Residential,1071,VT,2,Duivelseiland        ,30,1071 VT
2750,Von Poll Real Estate - Centrum,1053,TT,6,Bellamybuurt Noord        ,140,1053 TT
1950,Von Poll Real Estate - Centrum,1053,TT,3,Bellamybuurt Noord        ,85,1053 TT
1395,Relocation-Amsterdam,1053,TT,3,Bellamybuurt Noord        ,75,1053 TT
1750,Peter Bruin Makelaardij,1055,AK,2,Erasmusparkbuurt West        ,55,1055 AK
1250,BrinkBorgh Makelaardij,1055,AK,2,Erasmusparkbuurt West        ,35,1055 AK
1650,Rappange Makelaardij,1055,AK,5,Erasmusparkbuurt West        ,120,1055 AK
2250,Van Maarschalkerwaart Makelaars,1071,AC,4,P.C. Hooftbuurt        ,95,1071 AC
2750,Alcoco.nl,1071,AC,3,P.C. Hooftbuurt        ,155,1071 AC
1650,Visch & Van Zeggelaar Amsterdam,1071,AC,3,P.C. Hooftbuurt        ,85,1071 AC
1350,Amsterdam Wonen,1073,RP,2,Van der Helstpleinbuurt        ,45,1073 RP
1450,Housing Experts,1073,RP,1,Van der Helstpleinbuurt        ,45,1073 RP
2250,Raysemhousing.nl,1073,RP,4,Van der Helstpleinbuurt        ,125,1073 RP
1495,Relocation-Amsterdam,1073,RP,2,Van der Helstpleinbuurt        ,55,1073 RP
4599,Rotterdam Apartments,1073,RP,3,Van der Helstpleinbuurt        ,100,1073 RP
1150,MA Residences,1073,RP,1,Van der Helstpleinbuurt        ,30,1073 RP
2250,City Homes,1060,NT,3,De Aker West        ,75,1060 NT
1350,Hevesta Bemiddeling,1060,NT,1,De Aker West        ,37,1060 NT
2950,Koops Makelaardij Amsterdam,1060,NT,4,De Aker West        ,100,1060 NT
1950,Zen Home Rentals,1069,ZR,2,Osdorp Midden Noord        ,70,1069 ZR
1100,Zen Home Rentals,1069,ZR,1,Osdorp Midden Noord        ,26,1069 ZR
1650,Renthouse Vastgoed,1069,ZR,3,Osdorp Midden Noord        ,72,1069 ZR
1400,Weelde Wonen,1056,SH,4,Jan Maijenbuurt        ,65,1056 SH
2000,RE/MAX Pro,1056,SH,3,Jan Maijenbuurt        ,88,1056 SH
1475,Renthouse Vastgoed,1056,SH,2,Jan Maijenbuurt        ,75,1056 SH
1550,Home of Orange,1076,KT,3,Van Tuyllbuurt        ,90,1076 KT
1550,TVN Real Estate,1076,KT,1,Van Tuyllbuurt        ,50,1076 KT
1900,Holland Home Management,1076,KT,2,Van Tuyllbuurt        ,83,1076 KT
2100,Residential Real Estate,1057,PT,4,Filips van Almondekwartier        ,65,1057 PT
3000,MijnHuisVerhuren.nl,1057,PT,3,Filips van Almondekwartier        ,120,1057 PT
8155,Urban Short Stay,1057,PT,1,Filips van Almondekwartier        ,22,1057 PT
1150,Relocation Advisers B.V.,1054,AB,2,Helmersbuurt Oost        ,25,1054 AB
1750,Recourt Makelaars,1054,AB,2,Helmersbuurt Oost        ,60,1054 AB
1600,ISAAK Makelaardij o.g. B.V.,1054,AB,3,Helmersbuurt Oost        ,67,1054 AB
1450,CS Housing,1053,KB,2,Borgerbuurt        ,45,1053 KB
3400,Vereniging Hendrick de Keyser,1053,KB,4,Borgerbuurt        ,231,1053 KB
2100,Your Home Makelaardij,1053,KB,4,Borgerbuurt        ,105,1053 KB
1500,TVN Real Estate,1012,NK,2,Nieuwe Kerk e.o.        ,50,1012 NK
1450,TVN Real Estate,1012,NK,2,Nieuwe Kerk e.o.        ,40,1012 NK
1800,Bridges Makelaardij,1012,NK,3,Nieuwe Kerk e.o.        ,67,1012 NK
1275,Grand Relocation,1068,CV,3,Meer en Oever        ,85,1068 CV
3000,Van Huis Uit Makelaars,1068,CV,3,Meer en Oever        ,86,1068 CV
1500,TVN Real Estate,1068,CV,2,Meer en Oever        ,50,1068 CV
1800,Mid-stay Apartments,1074,JJ,2,Willibrordusbuurt        ,75,1074 JJ
1650,Interhouse verhuurmakelaars Amsterdam,1074,JJ,3,Willibrordusbuurt        ,75,1074 JJ
1500,A Plus Apartments,1074,JJ,2,Willibrordusbuurt        ,80,1074 JJ
1495,Van Huis Uit Makelaars,1012,RT,3,Spuistraat Zuid        ,52,1012 RT
1750,Regent Makelaars,1012,RT,3,Spuistraat Zuid        ,85,1012 RT
1500,The Brick Club,1012,RT,3,Spuistraat Zuid        ,55,1012 RT
1350,Expatservice Amsterdam,1071,HS,2,Cornelis Schuytbuurt        ,50,1071 HS
1995,Expatservice Amsterdam,1071,HS,3,Cornelis Schuytbuurt        ,90,1071 HS
1650,Expats. Amsterdam Rentals ,1071,HS,3,Cornelis Schuytbuurt        ,65,1071 HS
1950,ViaDaan,1018,SX,3,de Plantage        ,102,1018 SX
2300,Oei Housing Amsterdam - Expat Apartments,1018,SX,3,de Plantage        ,104,1018 SX
1500,Y Vastgoed,1018,SX,3,de Plantage        ,42,1018 SX
1300,Rotsvast Amsterdam,1019,HM,1,Oostelijke Handelskade        ,39,1019 HM
1950,Inxxx Rentals,1019,HM,3,Oostelijke Handelskade        ,100,1019 HM
2150,Urban Homies,1019,HM,2,Oostelijke Handelskade        ,98,1019 HM
1750,Domica Amsterdam,1073,SK,2,Van der Helstpleinbuurt        ,65,1073 SK
1500,Amsterdam Housing,1073,SK,2,Van der Helstpleinbuurt        ,45,1073 SK
1700,Amsterdam Housing,1073,SK,2,Van der Helstpleinbuurt        ,90,1073 SK
2000,De Run Trading B.V.,1059,BM,3,Aalsmeerwegbuurt West        ,75,1059 BM
2350,Hometoday.nl,1059,BM,4,Aalsmeerwegbuurt West        ,75,1059 BM
2250,Grand Relocation,1059,BM,2,Aalsmeerwegbuurt West        ,105,1059 BM
1450,Expats. Amsterdam Rentals ,1074,AV,2,Hemonybuurt        ,40,1074 AV
1550,F.E. Real Estate,1074,AV,4,Hemonybuurt        ,75,1074 AV
1375,Compass Housing Amsterdam,1074,AV,3,Hemonybuurt        ,68,1074 AV
1600,ViaDaan,1075,CV,3,Valeriusbuurt West        ,68,1075 CV
1700,Aemestelle Makelaars,1075,CV,3,Valeriusbuurt West        ,50,1075 CV
775,ViaDaan,1075,CV,1,Valeriusbuurt West        ,12,1075 CV
1375,AmsterHomes,1056,HR,2,Landlust Zuid        ,45,1056 HR
7000,DSTRCT Amsterdam,1056,HR,4,Landlust Zuid        ,203,1056 HR
